POLICY_ID,PREMIUM,AGENT_NAME
POLICY-d76dfad3-0d5f-48dd-a1fa-cc958356a31c,2077.66,Allison Lara
POLICY-d773f28a-71a5-4986-a491-027dcecb4de9,8607.63,Kathleen Anderson
POLICY-d775a03a-99b2-4ec5-8ee2-919010418fb9,7464.42,Robin Hammond
POLICY-d779a9c0-531c-4ac2-9ca2-01236a96b38a,7374.92,Marissa Jimenez
POLICY-d77c26eb-e7fa-4877-b42b-7a6384cfd309,653.6,Richard Casey
POLICY-d77db64c-28ab-49bc-bc0e-f7fae9c24b23,9804.56,Mr. Jonathan Murphy
POLICY-d789afe4-9c14-4300-94bd-3b17f2f786bc,6000.66,Thomas Vega
POLICY-d78dd3d2-478e-489d-9825-e71033f0ca6c,3625.59,Jamie Brennan
POLICY-d78f51f9-5564-4a90-92e3-46363fee20cd,11864.81,Elizabeth King
POLICY-d7911742-a31b-4512-9f9d-9264a3e9edde,2968.83,Amy Vasquez
POLICY-d792864b-fbf0-4b2e-8169-9b857d8189ec,5072.72,Dennis Martinez
POLICY-d798b030-879b-4eb0-a11c-a3a0347378b6,18058.87,Brenda Clark
POLICY-d79b8be6-9d6c-4e67-98ab-bfaf412255fd,6068.81,Dana Proctor
POLICY-d7a11237-5639-4c7b-bf4f-b745faabff54,5869.11,Jared Schneider
POLICY-d7a5b453-e9c3-4b3d-856c-3d7e2cf6b789,2349.42,Jamie Brennan
POLICY-d7a9b5a1-780a-4b0e-b2a9-f64b63848a2b,4788.04,Michael Sosa
POLICY-d7ac3827-6d3f-48e3-ac2b-8b8c97c44ade,9120.84,Kristie Knight
POLICY-d7b465ad-c7ba-4ba0-91f5-b19f147675ca,1197.32,Ryan Hanna
POLICY-d7b4859f-6403-4e41-ac7d-31c45eedf342,4980.56,Clarence Williams
POLICY-d7b90f7c-8dfc-40d8-8590-dac4597dcf70,14331.08,Laura Williams
POLICY-d7c7c909-df7c-416b-ab99-3fd5bc454cfd,2120.68,Anthony Dunn
POLICY-d7c825e8-68f7-417b-b0c2-121d88cdb1c7,16977.02,Herbert Garcia
POLICY-d7cc0328-33aa-42d9-819e-5fdb8fdaa260,18437.74,Annette Wade
POLICY-d7d1ba71-d8da-46f5-9369-3ff019ea36ba,3078.22,Crystal Mcgee
POLICY-d7d9c3f7-8bf8-4a93-adca-836a93726ce0,4436.83,Timothy Martinez
POLICY-d7e88315-5ad7-451b-900f-a41fd85b1577,16110.08,Lauren Harding
POLICY-d7eb31c6-a21a-47b9-a347-d2a04c48171d,788.98,Cindy Hall
POLICY-d7edeb71-ba3d-4639-a6b0-794171d712e9,7204.01,Bradley Mcclure
POLICY-d7f28024-db07-4be4-a83a-c81dbd9c166f,4251.64,John Sanders
POLICY-d80795bd-5603-4746-b558-961b8dd2310a,2085.03,Robert Wilson
POLICY-d80cdcf3-539c-40ed-a3a2-8ba298538122,5641.41,Mrs. Karen Peterson MD
POLICY-d80e78e4-66d0-4393-9901-f289565162e2,7668.72,Kelly Fleming
POLICY-d815fd88-8b01-4108-9fb7-a0d7a638f3ca,18941.03,Colleen Adams
POLICY-d816d8d9-38af-493b-97b7-f345ed44f028,8148.68,William Reed
POLICY-d81edb3c-3488-415c-996c-1d7e25b40a12,1173.77,Annette Wade
POLICY-d81f34b4-9194-4ff0-9f40-16f7c9f8a797,7883.33,Rachel Lee
POLICY-d821fc9b-dc2e-4cf2-9103-e8ede77f6990,2436.46,Ethan Miller
POLICY-d8236cf7-24fd-4abe-9f67-c0c3a23279f5,4309.83,Thomas Vega
POLICY-d82e82a4-7606-48ce-b272-1ebcf5c428e7,4466.73,Nancy Williams
POLICY-d834cc63-56d3-4206-9792-736ab36dee1e,4966.88,Jason Parker
POLICY-d83f85d3-c779-4bfd-9e8d-59427f739df7,7101.4,Shannon Nguyen
POLICY-d8419029-0ce8-44b8-b20c-211dcee97269,1427.22,Sergio Smith
POLICY-d8425872-9897-48b6-bbe2-4dd4d459aae8,14901.46,Erica Davis MD
POLICY-d8579a1f-7403-4013-b591-63c1d5fab191,1924.48,Ashley Nguyen
POLICY-d861141f-a5ad-4465-9876-51ee248a9cb0,11914.76,Amy Lane
POLICY-d863f33e-e990-4cb1-bb26-e12b5913bec9,1618.22,Brandon Porter
POLICY-d863f8bd-2c5b-4041-a8ce-8490fce3db2f,17324.44,Arthur Martin
POLICY-d86ea959-4b95-4208-aaff-d8e087c19c41,4414.48,Bryan Frank
POLICY-d8844fbf-9400-456f-a2f2-574be5d6eec7,8185.97,Jeffrey Russell
POLICY-d885ec24-115b-48ab-9540-23ce6a5f0069,15975.1,April Fritz
POLICY-d8877c30-ec51-4e43-9695-69c0c6ab9a6e,6225.01,Alyssa Colon
POLICY-d887ee7a-b579-4f87-879d-1058dd101e23,3505.02,Reginald Clark
POLICY-d88850fd-72db-44dd-8a21-8f00ae405845,4901.72,William Garcia
POLICY-d8892f24-ad32-471d-bf05-177225dbddf3,5652.14,Robert Arnold
POLICY-d889d812-a48f-4b58-8526-942918623f32,5359.2,Michael Johnson
POLICY-d88c088f-cc23-4217-a854-08d034d8b345,13617.58,Alexander Anderson
POLICY-d894797c-c5dc-4b4f-8b10-c0925284cb24,4209.2,Austin Evans
POLICY-d894881a-e4ab-435e-860e-99ab06c70c23,9831.56,Martha Kaufman
POLICY-d8a0faa0-f47f-4a20-a1a7-7070a2ad5e02,2015.33,Ryan Hanna
POLICY-d8a85b72-3783-43ad-8bd1-db249ce5972c,6676.24,Erin Sanchez
POLICY-d8a9685e-cc88-43db-8698-c8b8d1cbedfd,14160.96,Amy Vasquez
POLICY-d8b6a860-1b0f-4920-93c6-5f020777ba5f,2460.1,Rhonda Peterson
POLICY-d8b9ffd8-f64a-459c-a7f4-75397c60f0e3,4313.3,Richard Delacruz
POLICY-d8d0e490-4e5c-422f-84b0-a18474f8fd6e,1425.98,Joshua Nelson
POLICY-d8d82eb8-5594-40fb-a67e-a48c40d9ad3e,894.88,Samantha Lawson
POLICY-d8e036b5-dcf7-4036-9708-570714c02265,768.61,Richard Roberts
POLICY-d8e1b03f-9522-4ad4-b457-bbbb5977f609,10894.15,Justin Boyd
POLICY-d8ea7275-da22-4bc9-a84c-44789afff1d4,11907.38,Martin Curry
POLICY-d8f403be-e436-49df-975e-9c2758d085e9,3597.72,Christopher Tucker
POLICY-d8f40636-cebd-4fca-b6c6-3bd38ff41fc9,3804.6,Deanna Gilbert
POLICY-d8fcac4f-5b15-496e-a0d5-37fb4a52dec5,1693.88,Holly Rose
POLICY-d901736f-c394-438e-960a-fe3beb335491,1522.72,Barbara Jones
POLICY-d9021501-247b-4bf2-9d88-232236988ac4,3550.69,Brett Willis
POLICY-d9045c21-b4cd-4bfe-b68e-60552f6b8c82,5924.72,Justin Clark
POLICY-d907c158-3dca-4d9e-a370-290fe29c9bf7,15198.99,Daisy Martinez
POLICY-d914fc4b-0c18-4131-9355-30bfc2993262,8428.21,Robert Brown
POLICY-d9156079-e5f7-4321-855f-3523e2cdd71e,1859.18,Michael Cardenas
POLICY-d91adfd3-e1b8-47bc-a900-ae9547ecfff2,3540.53,Jesse Hamilton
POLICY-d922d458-3a97-4706-8717-c2b6272630cd,1929.29,Austin George
POLICY-d923d84e-3d3e-4f1f-9bf6-fd7b023487f6,4666.87,Chad Silva
POLICY-d9302ef2-6647-4fa9-ba9e-4abe69b8591a,7718.77,Richard Casey
POLICY-d9352375-6f4b-4807-9132-9590f10d4185,12634.79,Kathleen Anderson
POLICY-d946f9cf-cda0-453d-8916-a0c144e19fe7,4800.59,Barbara Perez
POLICY-d9478db9-577e-45b9-bd31-d8920a51aa6c,19321.03,William Garcia
POLICY-d95d8216-6345-49ed-a1ad-4049181551d3,4939.53,Jason Parker
POLICY-d95e76a7-499e-4bad-8951-ec5090c4ca10,2398.19,Clarence Williams
POLICY-d9601f2d-fc31-4edf-bace-ee7893aa6715,14379.43,Larry Arroyo
POLICY-d965d1bd-d59d-4923-9514-bed016faded0,2337.81,Erica Davis MD
POLICY-d96dd520-f253-47d9-a3f4-9af23d2cd411,8188.79,Claudia Copeland
POLICY-d976d8e1-9b87-41b5-b8f7-18e741ea7279,9275.09,Barbara Sanders
POLICY-d9778844-7c19-453c-b3fb-5346b2a91da0,7442.7,Carla Frederick
POLICY-d97868db-c0be-4e4a-9fee-3e08a06f6bda,6685.38,Thomas Torres
POLICY-d97a3df4-47a5-4483-9cfc-2f7dafe1b166,7512.63,Jose Brooks
POLICY-d9864af7-559e-4603-866e-6f1054cf6e04,2988.48,William Garcia
POLICY-d98d96e6-eb80-4bad-8861-e93afecb2d0c,18235.28,Michelle Simpson
POLICY-d99808db-a0a8-48c7-bdb7-3557f7b18450,3740.24,Mr. Benjamin Wade
POLICY-d99acf12-b28c-4bb2-85b5-c9c42d7fbb45,7172.5,Nancy Mayer
POLICY-d9a383d5-8f5e-4fa8-a4a0-9fc10e06b2d4,3045.64,Kristopher Rivera
POLICY-d9a8a11a-70bf-4867-9a74-dde55799be88,7324.67,Susan Parker
POLICY-d9a8d348-ff17-4977-a027-73dd8127e6be,3292.34,Richard Roberts
POLICY-d9ae16af-22be-4297-a735-dc2ce3996994,9955.96,Kimberly Allen
POLICY-d9aed402-524d-4958-8b68-fcaabe5dfd6c,2457.44,Marcus Mcconnell
POLICY-d9bd517a-5065-4004-b03c-e42514cae64d,3762.04,Lisa Bryan
POLICY-d9c2e704-ed86-42df-8f87-61d7a68735f2,18012.67,Stacy Bradley
POLICY-d9c3a410-1ced-4e96-a9b1-89296c5ebf39,1488.42,John Evans
POLICY-d9c444d6-28c5-416f-9c85-ab1c2c2ad5aa,7013.75,John Evans
POLICY-d9d0d4c7-8f36-4487-9be2-c016912fb691,4281.52,Angela Edwards
POLICY-d9d16879-8522-4b66-95d7-522e7dca1f9c,4041.73,Matthew Maldonado
POLICY-d9d6ee3d-4acf-48ed-91a0-3fe212fe8090,9676.35,Angela Adkins
POLICY-d9d9b9a7-9d21-484a-a00a-4ffac514d503,5652.49,Nancy Williams
POLICY-d9e969ac-f945-40f8-96a0-83f384de9c22,10483.42,Beth Murillo
POLICY-d9eb77b8-6233-4c99-ad1a-4778be3df8ca,917.78,Erica Davis MD
POLICY-d9ec5b66-2795-4a64-b4c0-d80b3c13668e,3998.14,Gina Smith
POLICY-d9f04b0a-198d-4587-b6cf-c66c80078aa1,4469.2,Austin Evans
POLICY-d9f4b203-0a1a-4402-ae96-9b12410782b1,6389.84,Kelly Fleming
POLICY-d9f5b05e-ddf4-495c-9f91-10ceef53749b,6333.19,Christopher Thomas
POLICY-d9f9048b-5eb9-4915-b9f7-8029d96cce8c,19895.07,Daniel Johnson DDS
POLICY-da0979a8-87a0-4772-8d34-afb0de11a668,8508.72,Brian Adams
POLICY-da101e54-e8fb-461f-949d-c8c4072b35a7,1702.7,Austin George
POLICY-da1393dc-2933-46eb-9851-def730a4a3b7,867.01,Brian Wilson
POLICY-da143088-e2e6-4588-b52c-840247497aa1,2446.96,Henry Oconnell
POLICY-da161f36-4629-4912-93b8-d9b2abc902a2,8993.77,Steven Huang
POLICY-da198f93-8c4a-41d9-b668-d99aacce2dab,7975.36,Reginald Clark
POLICY-da1eb36c-b005-4076-8e57-7db56f611208,3541.69,Sarah Flowers
POLICY-da22bf35-0f35-44d8-81c1-aebadadb9415,5273.64,Martin Curry
POLICY-da24c3e0-2a67-4cea-be6a-16eb3c55679b,10704.52,Cindy Hall
POLICY-da2a9125-c678-4aa8-b46b-51385caea623,1842.96,Michael Campbell
POLICY-da2afaec-23d9-4bc7-b34e-cb373614122c,3356.56,Jessica Adams
POLICY-da3283cd-8228-4a77-b487-93080002a4f5,14149.1,Brian Olson
POLICY-da32bbc6-01f0-46e4-8eba-44b55fdd951e,5110.34,David Mitchell
POLICY-da39a4f0-5849-43ec-85d8-a023e58a8e97,12890.1,Gregory Jones
POLICY-da671172-aea7-497c-8f18-d4378f15a43b,12326.43,Robert Barrera
POLICY-da69db3c-b7b6-4124-b6c8-135a46c6f2eb,2079.32,Rachel Clark
POLICY-da71dec9-0b69-4083-8367-31b18d0a2bfc,18854.17,Ronald Thompson
POLICY-da75806e-35fe-4a5d-95e6-3e8a0c05617f,19866.03,Cindy Roberts MD
POLICY-da75856f-336e-4779-9712-8f6962526a6b,2419.85,Cassandra Schwartz
POLICY-da79ff68-21eb-42cc-ad85-d84fabe7dd7d,8910.48,Janet Taylor
POLICY-da85bf64-40dc-46a0-832c-27baf58a6eae,2697.73,Miranda Mendoza
POLICY-da9f68d9-103a-4681-a828-20ea7460ab50,4156.02,Bryan Frank
POLICY-daa44b60-043a-436d-ad91-26becabc3c24,1560.71,Brandon Porter
POLICY-daa7c3ff-a40b-4df5-9cb3-69cc9acec607,4306.46,Douglas Stone
POLICY-daa80287-1c73-4e6b-ac53-9ba7c6f1df40,4179.84,Sarah Flowers
POLICY-daa9a4ee-57e0-40ad-8ecc-07bac7342357,3159.06,Jordan Horn
POLICY-daab32dc-0cf4-49fa-8599-906d2e979a78,1023.5,George Compton
POLICY-dab011e2-1cb6-43a5-8c73-274037469c44,5487.18,Ronald Thompson
POLICY-dabd112a-0d52-4863-bdf3-4201cd43d43c,2082.25,Samuel Wyatt
POLICY-dac5a693-e381-486b-a125-64b6d8f62eb1,3813.98,Erin Pham
POLICY-dac6aab8-26cb-40e2-9e9a-637242266af1,2187.02,Sherry Manning
POLICY-dac8b738-6a0e-4464-b09b-64ac61721f2e,8589.15,David Anderson
POLICY-dacb4b6a-06de-4187-8daa-6fbe3cd7e57d,1784.58,Joseph Butler
POLICY-dacbf3a1-9f9e-4bc9-bc94-345d51d066f8,2346.7,Brandon Porter
POLICY-dad82930-0b7c-43ef-b659-398da940d2c1,2524.74,Kelly Fleming
POLICY-dae8bfc7-bb83-4477-aa55-e4f2a1e52da8,8525.79,Joan Adams
POLICY-daf0af35-0cf9-4392-b549-a417437da133,17022.38,Robin Maynard
POLICY-dafe8ca5-9705-4d4b-8e49-d51de5cfeb22,743.59,Thomas Vega
POLICY-db005a1a-88d0-4e73-b0ad-8b12c8b533fa,1942.65,Daniel Smith
POLICY-db1167a6-2e3b-471b-9d18-543ac75bd442,8749.53,Barbara Chen
POLICY-db188666-bc0d-4e4f-b9e9-191af764c16b,2898.4,Cindy Hall
POLICY-db1bcbcc-ff7c-4b5d-8d50-e85a06ff77ec,3652.24,William Carroll
POLICY-db1bd49c-d6d7-4af8-90af-636dfad93e38,4202.12,Mr. Benjamin Wade
POLICY-db28a54a-1d49-4337-ad68-d86f442b3282,6211.31,Lisa Stewart
POLICY-db295adc-f3ed-4ac0-bc7e-44af55ce017d,2565.34,Stacy Bradley
POLICY-db2be85d-80a7-4908-83c3-1230a9a3b50a,8076.84,Scott Macias
POLICY-db2e3fbd-5eac-43e1-808a-b0fa6395c62a,7849.41,Thomas Johnson
POLICY-db2f9f71-3513-45c1-8dcb-fb0a8bc0a7d8,8371.59,Yvonne Luna
POLICY-db3135b5-7c1d-495b-88ab-4d3aa5e853c0,3293.52,Michele Mason
POLICY-db3398df-a43b-4413-afa0-5684d9fce0d3,3484.35,April Mullins
POLICY-db35e2f4-0dea-4261-9197-f318871e7d63,3162.49,Cassandra Schwartz
POLICY-db364b50-cd78-41fd-9bce-4e273a944be1,1773.69,Alexander Anderson
POLICY-db37e190-74d0-4dbf-bbd8-7e8a2fa24938,5798.51,Allison Rodriguez
POLICY-db3e4f68-8b4e-4d2f-989f-197335022dcf,9778.07,Robert Dominguez
POLICY-db4e7672-c5d8-4bb7-b16f-6f789e5d4b23,12123.98,Colleen Adams
POLICY-db5164b2-b13b-4c11-98e6-9f74a939d20b,6006.28,Lisa Black
POLICY-db54ef5f-fb6a-45a0-8419-94514fedf3d0,4570.87,Ryan Cunningham
POLICY-db5765a3-4951-4a85-a53a-0a7d692ec364,3981.06,Larry Arroyo
POLICY-db57d00b-7971-46bf-a991-7646e7daea4a,4369.16,Peter Lester
POLICY-db5a010f-6d17-4797-8df8-2afecbd156fb,6104.85,Jason Cook
POLICY-db5df671-d112-45a8-bd05-3e24cad71593,5979.72,Timothy Harris
POLICY-db645083-68c5-4e4a-89b8-23c32411b80b,2335.43,Michael Sosa
POLICY-db771200-bd8f-493f-a24b-bf4879ca1e05,5312.48,Natalie Santos
POLICY-db86c3c6-a218-4345-addb-dc3de26dd43c,6269.52,Luis Lee
POLICY-db941d83-a0f3-4911-8ff1-d88b397030f2,2458.85,Robert Brown
POLICY-db973641-91ba-45c9-917b-c6db2e731c0b,8100.5,Paul Kim
POLICY-db9862f3-10e9-4cd7-904c-5175d59f0d0c,2335.62,Anthony Dunn
POLICY-dbb0618f-5f36-418c-ab1f-a91a438c904d,9518.8,Erica Davis MD
POLICY-dbb7b7a2-b3e9-4a08-a433-86187ba37345,7124.4,Deanna Gilbert
POLICY-dbbc1524-31aa-46dd-a008-5acccf897b6c,5990.45,Melanie Coleman
POLICY-dbbd7ac6-cc17-4716-8bb7-8c5cf55f8afe,4311.92,Destiny Clark
POLICY-dbbe2e2c-9ef7-422f-b1e8-7df7ec8d6a18,2847.4,Lisa Adams
POLICY-dbbf83a0-4d42-4c5d-a2e8-a0526151a6c9,3437.09,Henry Oconnell
POLICY-dbc67e84-b34f-4000-8653-5e6a65b8c69b,3562.27,Robert Wilson
POLICY-dbd549a5-8e53-4b67-b4d9-bf35caf057d8,18984.95,Maxwell Griffin
POLICY-dbd9a7b9-e3af-426e-8154-6b6f7a701053,639.73,Jessica Adams
POLICY-dbde46b7-e96f-4f6b-a305-8c40901f3484,5749.78,Michael Price
POLICY-dbec6456-b621-4425-96fd-038c7ed90558,3885.12,Lisa Adams
POLICY-dbf50a3e-410e-4431-b264-96c7f88b825a,4547.38,Mary Thomas
POLICY-dbf75201-43c1-47ce-aae2-d6a8ea82fe08,2803.29,Michele Mason
POLICY-dc03f91e-124f-4a67-a39a-d4f201db62e0,5980.28,Robert Wilson
POLICY-dc1b28d9-1cc6-447e-9dd8-eba822fd9b9d,586.72,Steven George
POLICY-dc1b5378-749f-4f45-a22b-c3237aff06c3,2314.18,Susan Reed
POLICY-dc1bc5d3-739d-442e-b2aa-23e1a13617a6,4325.44,Jennifer Mckinney
POLICY-dc3dc2b7-4e19-4574-893c-954f4cef5aae,3503.12,Vanessa Ray
POLICY-dc3ea255-2168-4321-bcbd-ecdcd578186e,2133.1,George Compton
POLICY-dc3f1d9f-0b8b-40f1-ac0f-643affdd1087,4181.17,Larry Arroyo
POLICY-dc44bc59-26e4-42c0-9917-73fc38ca9539,5835.97,Rhonda Peterson
POLICY-dc44f4b7-5f96-4155-ba50-576ee90f6c79,4101.53,Paul Kim
POLICY-dc4b2a42-31df-4bc4-91f6-36de44969784,9968.8,David Velazquez
POLICY-dc4b6ea6-b607-4413-8f77-0ae2840afe60,7956.44,Scott Gibson
POLICY-dc4e5c6d-3aab-4475-b02a-5e649b6cd4cb,13886.15,Joseph Butler
POLICY-dc517bd5-258c-4e78-a85c-d365b6264286,12943.53,April Fritz
POLICY-dc5ef3ec-a5ed-4ba1-8e72-00788df28811,5885.07,Benjamin Byrd
POLICY-dc5fba84-ef8f-4386-8086-8f93ecaa33c4,7701.52,Anthony Fuentes
POLICY-dc629306-1f46-4e08-9215-0c2d7fc60c00,9564.78,Loretta Phillips
POLICY-dc66c4ce-e0d1-4afb-a1dd-ca623b0fbcca,7582.42,Jared Schneider
POLICY-dc6a2a78-44a8-40be-890b-44e66af7eca4,9710.88,Thomas Torres
POLICY-dc6ac637-3a3d-4140-b696-a8180e46ca7b,4033.57,Lisa Adams
POLICY-dc6ef0eb-eaaf-4a5b-8775-66ab40264a97,2717.65,Andrea Bridges
POLICY-dc7752ea-7fa0-4b7e-b787-e27bafb30231,5005.14,Debra Dawson
POLICY-dc7b6273-3c01-441d-bf9f-f66354d8be8b,4774.57,Megan Smith
POLICY-dc7dfcd7-f2aa-41e0-aa45-9ea774ed7347,10111.68,Luis Lee
POLICY-dc7fe418-b434-45cf-8e90-b13d2ca9ec9d,19482.12,Stacy Bradley
POLICY-dc81888a-db82-4385-bba0-0e6675bef63c,14997.13,Erica Davis
POLICY-dc83811d-2a28-477d-be6f-7cba0cb4a922,4439.57,Laura Williams
POLICY-dc89f803-b896-4cf0-8c07-c98e2dcabab4,6713.45,Christopher Tucker
POLICY-dc98ffb1-dbfd-46c0-89d3-7468f4cc1bbe,7895.77,Jasmin Walsh
POLICY-dc9a134c-f24a-4d48-b1a6-91b2af6d55ae,4994.16,John Sanders
POLICY-dc9bc7f3-1b42-44f7-965a-62da21cae73b,5853.88,Erica Davis
POLICY-dca1f9e5-f413-4b84-8986-0c8c22e8057e,4640.09,Herbert Garcia
POLICY-dca44504-431b-47ec-bacf-ccc37f55f9fc,12757.74,Rhonda Peterson
POLICY-dca5c674-8fbe-48a0-916a-eb3645811cc0,2334.74,Douglas Stone
POLICY-dca64d88-ca37-40f1-ac32-30f899ada049,5940.24,Stacey Silva
POLICY-dca74f84-6eaf-418e-b8bb-057de265154a,14027.56,Jason Parker
POLICY-dca7e755-9b0a-4283-8b64-f1f65b22d168,13211.44,Kathleen Griffith
POLICY-dca9b11a-7fd9-4874-ad42-41dd39c57033,2115.13,Tracey Davidson
POLICY-dcacf373-cc02-418a-bc4a-496bc9dc8caf,3707.35,Kathleen Anderson
POLICY-dcbc9b27-24af-40a1-bcae-ba66830b5b7c,16018.96,Jamie Ward
POLICY-dcc5e4ed-1c44-4f65-a918-94f88b5e09bc,3495.09,Cindy Hall
POLICY-dcd070d4-9d18-4658-8ead-6179e1580903,4358.97,Justin Ballard
POLICY-dcd73052-2135-4785-83d9-af1e2ebc17c5,5354.88,Jose Brooks
POLICY-dcd82be2-a853-42f6-8c2c-971ecd044aa0,6254.25,Jennifer Travis
POLICY-dcda1fc9-4af9-49dd-a667-da0502f9f426,4662.23,Michael Henry
POLICY-dcdb8120-4c6b-4841-a201-745bc85526e4,6336.23,Clarence Williams
POLICY-dce11dde-91f1-4dbf-b942-e23d890ad601,19156.94,Joshua Castro
POLICY-dce3d115-a3b8-4487-9830-192580c9bddf,3454.03,Angela James
POLICY-dce5fb4e-d5d3-4748-a298-b6d4b3713876,6592.88,Brian Lara
POLICY-dce6973f-ef07-4c7f-bed3-30f28a9a701b,595.71,Allison Rodriguez
POLICY-dce8f18a-0294-47d0-8ee6-7b3b38c05f06,3205.07,Thomas Johnson
POLICY-dcfef15e-9767-4916-8584-a3e05958fd2a,6577.25,Alexander Anderson
POLICY-dd031dfd-d1df-44fa-92c9-50634ad136c9,2096.24,Mr. James Cooper
POLICY-dd035d7f-b4d7-4a80-b32d-16b0fda2ad30,7904.82,Joan Adams
POLICY-dd07de56-3c67-44e2-a0ef-5837bf30fe55,8838.77,Carrie Martinez
POLICY-dd1365e1-2f37-40a6-ab28-a79cb20c2c97,6219.43,Kathleen Griffith
POLICY-dd2a2915-775b-41b2-91e3-e43f19db1b0e,3446.07,Robin Hammond
POLICY-dd2f22af-302f-45de-af59-9b4a87ac0545,2309.87,Chad Silva
POLICY-dd3b4bfe-0b9c-482b-9518-30052a9f64e7,2959.44,Andrea Lee
POLICY-dd441ccd-7717-446f-b8ba-9da86dd3b998,3253.7,Kathy Gutierrez
POLICY-dd46ca8b-61c4-4445-be80-ece89c62605a,6552.18,Brian Wilson
POLICY-dd474aac-0313-4ac7-ba21-610ff55eb8e9,17574.59,Jason Fuller
POLICY-dd47d14d-8e7c-4e79-ae28-34e9e681de06,1636.62,Annette Wade
POLICY-dd480fb7-22c9-438d-9cfd-74021bc96263,18723.95,William Jordan
POLICY-dd621560-37d4-4242-8f9e-0ab63e548643,12027.42,Catherine Williams
POLICY-dd698e1b-adf1-442d-829d-2126bf0dc9ae,1653.79,Mrs. Karen Peterson MD
POLICY-dd6e399f-0123-4b8d-ad3c-b036a2406196,1221.28,Tracy Williams
POLICY-dd6f85d3-6bc8-4a86-a871-7b3c15c1cc0a,9700.54,Daniel Johnson DDS
POLICY-dd7bc023-b2dd-4792-891c-4824f73887a6,742.06,Stephanie Smith
POLICY-dd7dd745-856b-4daa-af43-69efd69c9aea,9204.28,Jonathan Pena
POLICY-dd809697-ae4a-4a12-a0e3-b36c4eecbb03,9336.08,Anthony Dunn
POLICY-dd83d5cb-0fad-426e-bef5-32de77ec7fa3,7098.52,Susan Reed
POLICY-dd868414-1925-4380-8d8e-006261f3686a,7919.39,William Jordan
POLICY-dd874094-d162-4b7d-9e4f-e4b5fd4a6735,10464.7,David Mitchell
POLICY-dd88a215-e64a-4017-b037-e9cab8b7b28a,9197.46,Sheila Rodriguez
POLICY-dd8c1dc1-80d5-4adf-8bb2-a092c8c44a14,6966.38,Claudia Copeland
POLICY-dd8f3801-94c7-4c33-9843-7d61a4b95ade,14551.97,Erin Sanchez
POLICY-dd90cd1b-a5b3-4882-adff-23b9641a7ce2,1337.66,Michael Campbell
POLICY-dd9485a8-937f-4287-b065-f0a16f6c928a,1764.52,Ryan Cunningham
POLICY-dd96e6bb-6b28-46a5-931a-142e09b68538,8651.57,Ricky Sherman
POLICY-dd9a4163-ebfc-467c-a945-ec24d9872133,12522.97,Jerry Farley
POLICY-dd9d436b-dcf4-458d-8ec0-e60718ac6465,9961.59,Nancy Williams
POLICY-dda204c5-310f-4176-9304-4b71cfc145c5,6158.99,Crystal Mcgee
POLICY-ddb203d1-2e84-4a31-a6a0-506062c0b15a,4297.9,Christine Andrews
POLICY-ddb2bbbd-592c-4fc1-8838-e707bf34face,3465.45,Amy Rivera
POLICY-ddb32ff3-192d-458b-84ca-c9db0d7d685a,628.87,Jason Parker
POLICY-ddb3b8bb-e493-4a03-beca-f6e74f5d6e93,4157.69,Lauren Cooper
POLICY-ddbd81ba-7643-4332-83a9-711b19215d1d,14098.23,Devin Chavez
POLICY-ddc278c4-3ce2-4f06-8acc-1d570abcc800,8546.2,David Novak
POLICY-ddcbde2a-6a89-4fcf-a4ae-d9b285d8ca5f,18280.38,Timothy Harris
POLICY-ddd067a6-4526-43b0-88e3-78421ddc8094,11636.07,Brian Wilson
POLICY-dddea21e-5458-479a-8d1a-ae0a9683a5c5,3066.62,Robert Dominguez
POLICY-dde013f5-3a26-44ea-bf51-1e607f2996cb,4573.17,Robert Arnold
POLICY-ddec2308-935a-4f29-bdc8-9c4023766fd5,4834.61,Dr. Christopher Davis
POLICY-ddf92bcc-7e6f-4913-9b60-a2f007f4adeb,8441.58,Scott Gibson
POLICY-ddfa9246-5b56-4412-81db-00a78e9cb3b9,2666.5,Tara Barrera
POLICY-ddfb611b-cbd9-45fa-a183-44beb240ef69,4600.93,Chloe Rodriguez
POLICY-ddfbf37d-9f0c-4937-86fb-a8bf9f6db77c,3275.3,Brian Ward
POLICY-de02b0f5-3cea-4ed7-bf50-172b4369bdd1,17361.22,Tyler Garcia
POLICY-de0f21d7-c56b-483d-8894-52348abcf802,1276.63,John Evans
POLICY-de202e3a-a16a-4555-953d-1a2122403558,2607.38,Robert Dominguez
POLICY-de263188-bce8-4063-aa30-a353f75a205f,3317,Carrie Martinez
POLICY-de3242e0-bc6e-4f34-aedb-9e52f5da0054,12192.38,Jeremiah Smith
POLICY-de32e6ec-1dee-4f68-9c7c-9cca150aac00,2464.49,Jennifer Travis
POLICY-de32f6ae-9156-4660-9c51-3ac8325a317f,3877.59,Stacey Silva
POLICY-de354286-bd01-4d7c-b58c-7676f901fcae,3767.57,Catherine Williams
POLICY-de3ad9ce-eb6e-4299-9f8d-dc366303a7c7,3570.56,Robin Hammond
POLICY-de3b7c93-ef6f-4aa0-a7ca-579a86986578,3066.73,Austin Roberts
POLICY-de3c2a2b-6d7f-4c80-b453-a5aa02a9cd36,9967.05,Austin George
POLICY-de3c498c-dce8-42f7-b3fd-9c100d5f90cf,1162.21,Stanley Donovan
